mot,type,MLP total global,MLP 2011,MLP 2012,MLP 2013,total MLP radio,MLP discours,MLP TV,MLP radio 2011,MLP radio 2012,MLP radio 2013,MLP discours 2011,MLP discours 2012,MLP discours 2013,MLP TV 2011,MLP TV 2012,MLP TV 2013
rôle d'équilibre,syt,2,2,,,,2,,,,,2,,,,,
rôle de citoyen,syt,2,,2,,,2,,,,,,2,,,,
rôle de l'etat,syt,2,,2,,2,,,,2,,,,,,,
rôle de la presse,syt,2,,,2,,2,,,,,,,2,,,
rôle stratégique,syt,2,1,1,,,2,,,,,1,1,,,,
rouleau compresseur,syt,2,,1,1,,2,,,,,,1,1,,,
rupture de financement,syt,2,,2,,2,,,,2,,,,,,,
rythme des révélation,syt,2,1,1,,,2,,,,,1,1,,,,
saccage des service public,syt,2,1,1,,,2,,,,,1,1,,,,
saccage social,syt,5,2,3,,,5,,,,,2,3,,,,
sacré de la morale public,syt,2,1,1,,,2,,,,,1,1,,,,
sacrifice inouï,syt,2,1,1,,1,1,,1,,,,1,,,,
salaire des fonctionnaire,syt,2,1,1,,1,,1,,1,,,,,1,,
salaire inférieur,syt,3,,3,,2,1,,,2,,,1,,,,
salaire petit *,syt,2,,2,,,2,,,,,,2,,,,
salarié français,syt,2,,1,1,2,,,,1,1,,,,,,
salarié jetable,syt,2,,2,,,2,,,,,,2,,,,
salle de marché,syt,2,2,,,,2,,,,,2,,,,,
salle de shoot,syt,3,,2,1,2,1,,,2,,,,1,,,
sanction exemplaire,syt,4,2,2,,,4,,,,,2,2,,,,
sanctuarisation des aide social,syt,2,1,1,,,2,,,,,1,1,,,,
sang contaminer,syt,2,,1,1,2,,,,1,1,,,,,,
sapeur-pompier volontaire,syt,2,1,1,,,2,,,,,1,1,,,,
sauvetage de l'euro,syt,2,1,1,,1,1,,,1,,1,,,,,
savoir fondamental,syt,5,2,1,2,2,3,,,,2,2,1,,,,
scène international,syt,2,,1,1,,2,,,,,,1,1,,,
scrutin proportionnel,syt,2,1,,1,,2,,,,,1,,1,,,
secret professionnel,syt,2,,,2,2,,,,,2,,,,,,
secrétaire d'etat,syt,2,1,1,,,2,,,,,1,1,,,,
secteur de la vie public,syt,2,1,1,,,2,,,,,1,1,,,,
secteur économique,syt,9,6,2,1,8,1,,5,2,1,1,,,,,
secteur stratégique,syt,3,1,2,,2,1,,,2,,1,,,,,
sécurité d'ailleur,syt,2,1,1,,,2,,,,,1,1,,,,
sécurité social,syt,3,2,1,,1,2,,1,,,1,1,,,,
semaine petit *,syt,2,,2,,,1,1,,,,,1,,,1,
sens de l'etat,syt,2,1,1,,,2,,,,,1,1,,,,
sens de la justice,syt,2,1,1,,,2,,,,,1,1,,,,
sens des responsabilité,syt,2,2,,,,2,,,,,2,,,,,
sens du poil,syt,2,1,,1,1,1,,1,,,,,1,,,
sens noble du terme,syt,2,,2,,,2,,,,,,2,,,,
sensibilité social,syt,2,2,,,,,2,,,,,,,2,,
sentiment d'abandon,syt,2,1,1,,,1,1,,,,1,,,,1,
sentiment d'être,syt,2,1,1,,1,,1,1,,,,,,,1,
sentiment national,syt,2,,1,1,,2,,,,,,1,1,,,
sentiment qu'il,syt,3,1,2,,3,,,1,2,,,,,,,
sentiment qu'on,syt,2,,,2,2,,,,,2,,,,,,
séparation des banque de dépôt,syt,2,1,1,,1,1,,1,,,,1,,,,
série de gens,syt,2,1,1,,,,2,,,,,,,1,1,
série de mesure,syt,2,1,1,,1,,1,,1,,,,,1,,
série de secteur économique,syt,2,1,1,,2,,,1,1,,,,,,,
service d'aide à domicile,syt,2,1,1,,,2,,,,,1,1,,,,
service de police,syt,3,,3,,,3,,,,,,3,,,,
service de pompier,syt,2,1,1,,,2,,,,,1,1,,,,
service de renseignement,syt,4,,1,3,3,1,,,,3,,1,,,,
service informatique,syt,2,,2,,,2,,,,,,2,,,,
service militaire,syt,2,,2,,2,,,,2,,,,,,,
service public,syt,61,23,33,5,9,48,4,4,5,,18,26,4,1,2,1
service public de proximité,syt,3,1,2,,,2,1,,,,1,1,,,1,
service public de qualité,syt,2,1,1,,,2,,,,,1,1,,,,
service public du quotidien,syt,2,1,1,,,2,,,,,1,1,,,,
service qu'on,syt,4,1,3,,,4,,,,,1,3,,,,
service rendre,syt,2,1,1,,,2,,,,,1,1,,,,
seuil d'accessibilité,syt,2,1,1,,,2,,,,,1,1,,,,
seuil de pauvreté,syt,3,2,1,,,2,1,,,,1,1,,1,,
seuil de saturation,syt,2,1,,1,1,,1,,,1,,,,1,,
seuil incompressible,syt,2,,2,,2,,,,2,,,,,,,
signature de maire,syt,2,2,,,2,,,2,,,,,,,,
signe religieux,syt,5,1,4,,,5,,,,,1,4,,,,
site internet,syt,3,,2,1,2,1,,,2,,,,1,,,
situation actuel,syt,2,,1,1,1,1,,,1,,,,1,,,
situation administratif,syt,2,2,,,,2,,,,,2,,,,,
situation d'être,syt,2,,2,,2,,,,2,,,,,,,
situation de crise,syt,6,2,3,1,5,,1,1,3,1,,,,1,,
situation dramatique,syt,2,1,,1,2,,,1,,1,,,,,,
situation du pays,syt,2,2,,,,2,,,,,2,,,,,
situation économique,syt,7,3,2,2,5,1,1,1,2,2,1,,,1,,
situation financier,syt,2,,1,1,2,,,,1,1,,,,,,
situation illégal,syt,2,1,1,,2,,,1,1,,,,,,,
situation irrégulier,syt,2,,2,,2,,,,2,,,,,,,
situation légal,syt,6,4,2,,3,1,2,2,1,,1,,,1,1,
situation n'est,syt,5,3,2,,5,,,3,2,,,,,,,
situation social,syt,2,1,1,,,2,,,,,1,1,,,,
slogan de campagne,syt,4,1,3,,,4,,,,,1,3,,,,
slogan électoral,syt,2,,1,1,,2,,,,,,1,1,,,
slogan publicitaire,syt,2,,2,,,2,,,,,,2,,,,
small business act,syt,6,3,3,,6,,,3,3,,,,,,,
société civil,syt,3,1,2,,,2,1,,,,1,1,,,1,
société français,syt,5,1,2,2,1,4,,,,1,1,2,1,,,
société grand *,syt,5,2,1,2,1,3,1,1,,,1,,2,,1,
société prospère,syt,2,1,,1,,2,,,,,1,,1,,,
soir de l'élection,syt,2,,1,1,,1,1,,,,,,1,,1,
sol français,syt,3,,3,,,3,,,,,,3,,,,
solidarité familial,syt,3,2,1,,,3,,,,,2,1,,,,
solidarité national,syt,7,5,2,,1,3,3,,1,,2,1,,3,,
solution qu'il,syt,2,,2,,1,1,,,1,,,1,,,,
sommet de l'etat,syt,2,1,1,,,2,,,,,1,1,,,,
sommet européen,syt,2,,2,,,1,1,,,,,1,,,1,
sonnette d'alarme,syt,3,2,1,,2,1,,1,1,,1,,,,,
sorte de domophobie,syt,2,1,1,,,2,,,,,1,1,,,,
sorte de fatalité,syt,2,1,1,,1,1,,1,,,,1,,,,
sortie concerter de l'euro,syt,2,1,1,,2,,,1,1,,,,,,,
sortie de l'euro,syt,5,5,,,5,,,5,,,,,,,,
sortie de l'euro,syt,10,3,6,1,2,1,7,2,,,1,,,,6,1
souffrance du peuple français,syt,2,,2,,1,1,,,1,,,1,,,,
souverain légitime,syt,5,,4,1,2,2,1,,2,,,1,1,,1,
souveraineté à l'union,syt,2,,2,,1,,1,,1,,,,,,1,
souveraineté budgétaire,syt,2,1,1,,,1,1,,,,1,,,,1,
souveraineté c'est,syt,3,,1,2,,3,,,,,,1,2,,,
souveraineté de la nation,syt,2,,2,,,1,1,,,,,1,,,1,
souveraineté du peuple,syt,3,,1,2,,2,1,,,,,,2,,1,
souveraineté économique,syt,2,,1,1,1,1,,,1,,,,1,,,
souveraineté français,syt,4,3,1,,,3,1,,,,3,,,,1,
souveraineté monétaire,syt,6,4,1,1,3,2,1,2,,1,1,1,,1,,
souveraineté n'est,syt,2,1,,1,,2,,,,,1,,1,,,
souveraineté national,syt,12,6,2,4,3,9,,1,2,,5,,4,,,
sphère priver,syt,2,,1,1,,2,,,,,,1,1,,,
sphère public,syt,3,1,2,,,3,,,,,1,2,,,,
stage à répétition,syt,2,,2,,,2,,,,,,2,,,,
statistique de la délinquance,syt,2,1,1,,,2,,,,,1,1,,,,
statut de témoin assister,syt,2,,2,,2,,,,2,,,,,,,
stock option,syt,2,,1,1,1,1,,,,1,,1,,,,
stratégie d'influence,syt,2,,2,,,2,,,,,,2,,,,
structure inutile,syt,2,1,1,,,2,,,,,1,1,,,,
succession de mesurette,syt,2,2,,,2,,,2,,,,,,,,
succession effarant de scandale,syt,2,1,1,,,2,,,,,1,1,,,,
sujet aborder,syt,2,,1,1,1,1,,,1,,,,1,,,
sujet de diversion,syt,2,,1,1,1,1,,,,1,,1,,,,
sujet essentiel,syt,3,1,2,,3,,,1,2,,,,,,,
sujet fondamental,syt,3,,2,1,1,1,1,,1,,,,1,,1,
sujet secondaire,syt,2,1,1,,1,1,,1,,,,1,,,,
sujet sociétal,syt,2,,,2,1,1,,,,1,,,1,,,
suppression de l'aide,syt,3,1,2,,2,,1,1,1,,,,,,1,
suppression de la loi,syt,2,2,,,1,1,,1,,,1,,,,,
suppression de la niche,syt,2,1,1,,1,1,,,1,,1,,,,,
suppression des frontière,syt,2,,,2,2,,,,,2,,,,,,
surface grand *,syt,2,,1,1,,2,,,,,,1,1,,,
surtaxation des grand groupe pétrolier,syt,2,,2,,1,1,,,1,,,1,,,,
syndic de faillite,syt,5,1,4,,4,1,,,4,,1,,,,,
syndicat complice,syt,2,1,,1,,2,,,,,1,,1,,,
syndicat de défense des intérêt électoral,syt,3,,3,,2,,1,,2,,,,,,1,
système bancaire,syt,4,2,2,,3,,1,1,2,,,,,1,,
système de protection social,syt,31,14,16,1,17,6,8,6,11,,3,2,1,5,3,
système délétère,syt,2,,1,1,1,1,,,,1,,1,,,,
système économique,syt,6,,6,,2,4,,,2,,,4,,,,
système électoral français,syt,2,,2,,,,2,,,,,,,,2,
système français,syt,3,2,1,,2,1,,2,,,,1,,,,
système mondialiste,syt,2,,2,,,2,,,,,,2,,,,
système monétaire,syt,4,4,,,2,,2,2,,,,,,2,,
système mortifère,syt,2,,2,,1,1,,,1,,,1,,,,
système politique,syt,4,1,2,1,1,3,,1,,,,2,1,,,
système qu'il,syt,2,,2,,,2,,,,,,2,,,,
système social,syt,3,2,1,,,2,1,,,,1,1,,1,,
système ultralibéral,syt,4,,4,,,2,2,,,,,2,,,2,
tambouille politicienne,syt,2,1,1,,,2,,,,,1,1,,,,
tapis rouge,syt,2,,1,1,1,,1,,,1,,,,,1,
tarif du gaz,syt,2,,2,,1,1,,,1,,,1,,,,
tarif exorbitant,syt,2,1,1,,,2,,,,,1,1,,,,
taux d'intérêt,syt,6,4,2,,4,2,,4,,,,2,,,,
taux d'intérêts,syt,3,2,1,,2,,1,2,,,,,,,1,
taxe indirect,syt,2,1,1,,,2,,,,,1,1,,,,
taxe sur l'essence,syt,2,,2,,2,,,,2,,,,,,,
technocrate européen,syt,2,2,,,2,,,2,,,,,,,,
téléspectateur qu'il,syt,2,2,,,,,2,,,,,,,2,,
télévision en plateau de télévision,syt,2,1,1,,,2,,,,,1,1,,,,
témoignage de gens,syt,2,1,1,,1,1,,,1,,1,,,,,
témoin assister,syt,3,,3,,3,,,,3,,,,,,,
temps d'une campagne,syt,2,1,,1,,2,,,,,1,,1,,,
temps des bâtisseur,syt,2,,2,,,,2,,,,,,,,2,
temps en temps,syt,5,3,2,,4,1,,3,1,,,1,,,,
temps moderne,syt,4,3,,1,,4,,,,,3,,1,,,
temps n'est,syt,2,,2,,,2,,,,,,2,,,,
temps obscur,syt,5,,,5,,5,,,,,,,5,,,
temps vouloir,syt,2,2,,,1,,1,1,,,,,,1,,
tendance à l'oublier,syt,3,,1,2,2,,1,,,2,,,,,1,
ténèbres de l'europe,syt,2,,,2,,2,,,,,,,2,,,
terme court *,syt,3,3,,,2,1,,2,,,1,,,,,
terme long *,syt,4,1,3,,1,1,2,,1,,,1,,1,1,
terme moyen *,syt,2,2,,,2,,,2,,,,,,,,
terre entier,syt,2,1,1,,,2,,,,,1,1,,,,
terre français,syt,2,1,1,,,2,,,,,1,1,,,,
territoire d'outre-mer,syt,2,1,,1,1,1,,,,1,1,,,,,
territoire français,syt,11,3,5,3,7,4,,2,2,3,1,3,,,,
territoire national,syt,10,2,5,3,,10,,,,,2,5,3,,,
territoire rural,syt,4,,4,,,4,,,,,,4,,,,
terrorisme intellectuel,syt,2,,2,,1,1,,,1,,,1,,,,
tête de liste,syt,2,,,2,2,,,,,2,,,,,,
textile chinois,syt,2,,,2,,,2,,,,,,,,,2
thème de campagne,syt,4,1,3,,1,3,,,1,,1,2,,,,
thème électoraliste,syt,3,1,2,,,3,,,,,1,2,,,,
thème fort,syt,2,,1,1,1,1,,,1,,,,1,,,
think tank,syt,2,2,,,1,1,,1,,,1,,,,,
tissu économique,syt,2,1,1,,1,1,,1,,,,1,,,,
tissu industriel,syt,2,1,1,,,2,,,,,1,1,,,,
titre de séjour,syt,10,7,3,,2,7,1,2,,,4,3,,1,,
titre individuel,syt,4,,3,1,3,,1,,2,1,,,,,1,
titre personnel,syt,4,,3,1,3,1,,,2,1,,1,,,,
tolérance qu'envers,syt,2,1,1,,,2,,,,,1,1,,,,
tolérance zéro,syt,3,1,1,1,,3,,,,,1,1,1,,,
tour de bras,syt,2,1,1,,1,1,,1,,,,1,,,,
tour de l'élection présidentiel,syt,6,2,4,,1,3,2,,1,,1,2,,1,1,
tour des élection cantonal de mars,syt,2,1,1,,,2,,,,,1,1,,,,
tradition français,syt,2,1,,1,,2,,,,,1,,1,,,
trafic d'armes,syt,2,,2,,,2,,,,,,2,,,,
trafic de drogue,syt,5,1,4,,,3,2,,,,,3,,1,1,
trahison constante,syt,2,1,1,,,2,,,,,1,1,,,,
traité européen,syt,13,3,10,,7,2,4,1,6,,2,,,,4,
traitement social du chômage,syt,2,2,,,,2,,,,,2,,,,,
transmission des savoir fondamental,syt,3,1,,2,2,1,,,,2,1,,,,,
transmission du savoir,syt,2,,1,1,1,,1,,,1,,,,,1,
transparence sur l'utilisation des moyen de transport de fonction,syt,2,1,1,,,2,,,,,1,1,,,,
transport de fonction,syt,2,1,1,,,2,,,,,1,1,,,,
travail de conviction,syt,2,,1,1,,2,,,,,,1,1,,,
travail manuel,syt,2,2,,,,2,,,,,2,,,,,
travail qu'il,syt,2,,1,1,,1,1,,,,,,1,,1,
travailleur français,syt,8,3,3,2,1,5,2,1,,,2,1,2,,2,
travailleur honnête,syt,2,1,,1,,2,,,,,1,,1,,,
travailleur pauvre,syt,5,2,3,,1,3,1,,1,,2,1,,,1,
travailleur sans droit,syt,2,,2,,2,,,,2,,,,,,,
trésor de guerre,syt,2,1,1,,,2,,,,,1,1,,,,
tribunal correctionnel,syt,2,1,1,,1,1,,,1,,1,,,,,
tripatouillage électoral,syt,3,2,1,,,3,,,,,2,1,,,,
triptyque renouveler,syt,2,1,1,,,2,,,,,1,1,,,,
une des journal,syt,3,,3,,,2,1,,,,,2,,,1,
une(d') abstention,syt,2,1,1,,,2,,,,,1,1,,,,
une(d') chose,syt,2,,2,,,2,,,,,,2,,,,
une(d') conférence de presse,syt,2,1,,1,1,1,,,,1,1,,,,,
une(d') école,syt,2,,2,,,2,,,,,,2,,,,
une(d') élite,syt,2,,1,1,,2,,,,,,1,1,,,
une(d') enquête,syt,3,2,1,,,3,,,,,2,1,,,,
une(d') grand utilité,syt,2,2,,,,2,,,,,2,,,,,
une(d') guerre,syt,2,1,1,,2,,,1,1,,,,,,,
une(d') identité,syt,2,,2,,,2,,,,,,2,,,,
une(d') idéologie,syt,2,1,,1,,2,,,,,1,,1,,,
une(d') immigration,syt,4,3,1,,,1,3,,,,,1,,3,,
une(d') insécurité,syt,2,1,,1,,2,,,,,1,,1,,,
une(d') nation,syt,2,1,,1,,2,,,,,1,,1,,,
une(d') organisation,syt,2,2,,,,2,,,,,2,,,,,
une(d') poudrière,syt,2,,,2,2,,,,,2,,,,,,
une(d') restriction de la représentativité,syt,2,1,1,,,2,,,,,1,1,,,,
une(d') société,syt,4,3,1,,,4,,,,,3,1,,,,
une(d') souveraineté,syt,2,,,2,,2,,,,,,,2,,,
une(d') ville,syt,2,,1,1,1,1,,,,1,,1,,,,
une(qu') chose,syt,2,,1,1,2,,,,1,1,,,,,,
une(qu') volonté,syt,2,,2,,,2,,,,,,2,,,,
union(d') national,syt,4,1,,3,1,,3,1,,,,,,,,3
union(l') européen,syt,32,6,9,17,2,30,,,,2,6,9,15,,,
union(l') soviétique,syt,2,,1,1,2,,,,1,1,,,,,,
usage professionnel,syt,2,1,1,,,2,,,,,1,1,,,,
utilisation(l') des moyen de transport de fonction,syt,2,1,1,,,2,,,,,1,1,,,,
utilité grand *,syt,2,2,,,,2,,,,,2,,,,,
utopie(l') européiste,syt,3,,,3,3,,,,,3,,,,,,
vague bleu,syt,2,1,1,,,2,,,,,1,1,,,,
vague migratoire,syt,2,2,,,1,1,,1,,,1,,,,,
valeur de civilisation,syt,4,4,,,,4,,,,,4,,,,,
valeur traditionnel,syt,2,1,1,,,2,,,,,1,1,,,,
valeur travail,syt,3,2,1,,1,2,,,1,,2,,,,,
valise de billet,syt,5,5,,,1,1,3,1,,,1,,,3,,
valse des étiquette,syt,5,4,1,,5,,,4,1,,,,,,,
véhicule des forain,syt,2,2,,,,2,,,,,2,,,,,
vendredi dernier,syt,2,1,,1,1,1,,1,,,,,1,,,
vent nouveau,syt,2,1,1,,,2,,,,,1,1,,,,
vents de la mondialisation,syt,4,1,2,1,,4,,,,,1,2,1,,,
vents de la mondialisation sauvage,syt,2,,2,,,2,,,,,,2,,,,
vérité en face,syt,2,1,1,,,2,,,,,1,1,,,,
versement par l'etat de million d'euro,syt,2,1,1,,,2,,,,,1,1,,,,
viabilité de l'euro,syt,2,1,1,,2,,,1,1,,,,,,,
victime de l'euro,syt,2,2,,,,2,,,,,2,,,,,
victoire grand *,syt,2,,1,1,,1,1,,,,,,1,,1,
victoire idéologique,syt,3,2,,1,1,1,1,1,,,,,1,1,,
vie culturel,syt,3,3,,,2,1,,2,,,1,,,,,
vie économique,syt,4,2,2,,1,3,,1,,,1,2,,,,
vie politique,syt,15,,9,6,7,7,1,,6,1,,2,5,,1,
vie politique français,syt,9,,5,4,,9,,,,,,5,4,,,
vie priver,syt,3,2,1,,2,,1,1,1,,,,,1,,
vie public,syt,8,2,2,4,4,4,,,1,3,2,1,1,,,
vie quotidien,syt,6,3,2,1,3,3,,2,,1,1,2,,,,
village petit *,syt,2,,1,1,,1,1,,,,,,1,,1,
ville grand *,syt,2,,2,,,1,1,,,,,1,,,1,
violation de la loi,syt,2,,2,,2,,,,2,,,,,,,
virage à gauche,syt,2,,,2,,,2,,,,,,,,,2
vision de l'économie,syt,2,1,1,,,2,,,,,1,1,,,,
vision de l'homme,syt,5,2,3,,2,3,,,2,,2,1,,,,
vision des chose,syt,2,,1,1,,1,1,,,,,1,,,,1
vision politique,syt,3,1,,2,2,1,,,,2,1,,,,,
vision qu'il,syt,3,2,1,,2,,1,2,,,,,,,1,
vision sectaire,syt,2,2,,,2,,,2,,,,,,,,
vision stratégique,syt,3,2,1,,1,2,,,1,,2,,,,,
vision totalitaire du débat politique,syt,2,1,1,,,2,,,,,1,1,,,,
vocation majoritaire,syt,2,1,1,,1,,1,1,,,,,,,1,
voie d'implosion,syt,2,2,,,,1,1,,,,1,,,1,,
voie de l'emploi,syt,2,2,,,,,2,,,,,,,2,,
voie diplomatique,syt,2,1,1,,2,,,1,1,,,,,,,
voie grand *,syt,2,2,,,2,,,2,,,,,,,,
voisin européen,syt,2,,2,,,2,,,,,,2,,,,
voix du peuple,syt,3,2,,1,,3,,,,,2,,1,,,
volonté des peuple,syt,2,2,,,,2,,,,,2,,,,,
volonté du peuple,syt,6,2,,4,1,5,,,,1,2,,3,,,
volonté politique,syt,6,3,3,,1,5,,,1,,3,2,,,,
volonté populaire,syt,2,,,2,,2,,,,,,,2,,,
vote des étranger,syt,14,6,8,,5,6,3,2,3,,4,2,,,3,
vote public,syt,2,1,1,,2,,,1,1,,,,,,,
y(d') moyen *,syt,2,,2,,,1,1,,,,,1,,,1,
zone euro,syt,22,15,6,1,13,7,2,7,6,,6,,1,2,,
zone rural,syt,10,1,9,,,9,1,,,,1,8,,,1,
abandonner,ver,35,9,24,2,8,22,5,4,4,,4,16,2,1,4,
abandonner(d'),ver,6,3,3,,1,4,1,1,,,2,2,,,1,
aborder,ver,9,1,6,2,4,3,2,,4,,,1,2,1,1,
aboutir,ver,6,4,1,1,2,4,,1,,1,3,1,,,,
abuser,ver,9,2,6,1,3,4,2,2,,1,,4,,,2,
accabler,ver,5,1,4,,,5,,,,,1,4,,,,
accéder,ver,13,9,3,1,4,7,2,4,,,3,3,1,2,,
accélérer,ver,10,5,3,2,3,7,,3,,,2,3,2,,,
accepter,ver,54,19,29,6,13,33,8,5,5,3,12,19,2,2,5,1
accepter(d'),ver,6,3,3,,1,4,1,,1,,3,1,,,1,
accepter(n'),ver,5,2,2,1,,5,,,,,2,2,1,,,
accompagner,ver,5,3,1,1,1,4,,,,1,3,1,,,,
accomplir,ver,7,2,5,,2,4,1,,2,,2,2,,,1,
accorder,ver,44,15,18,11,24,13,7,6,8,10,6,6,1,3,4,
accroître,ver,9,3,5,1,1,8,,,1,,3,4,1,,,
accueillir,ver,32,15,14,3,13,12,7,5,5,3,4,8,,6,1,
accuser,ver,33,9,9,15,21,10,2,5,5,11,4,3,3,,1,1
acheter,ver,30,12,17,1,8,14,8,3,5,,6,8,,3,4,1
acheter(d'),ver,6,3,1,2,,5,1,,,,3,1,1,,,1
acquérir,ver,12,5,6,1,7,4,1,3,3,1,2,2,,,1,
adapter,ver,14,9,4,1,4,7,3,4,,,4,2,1,1,2,
adhérer,ver,5,2,1,2,1,4,,,1,,2,,2,,,
admettre,ver,34,19,10,5,14,10,10,7,3,4,4,5,1,8,2,
admettre(l'),ver,6,5,1,,4,,2,4,,,,,,1,1,
adopter,ver,7,2,2,3,1,6,,,,1,2,2,2,,,
adorer,ver,9,3,5,1,4,4,1,1,2,1,2,2,,,1,
adresser,ver,12,5,5,2,2,10,,1,,1,4,5,1,,,
affaiblir,ver,17,9,6,2,5,10,2,2,3,,7,1,2,,2,
affirmer,ver,7,2,4,1,3,4,,,2,1,2,2,,,,
ager(n'),ver,5,4,1,,,5,,,,,4,1,,,,
ager(s'),ver,56,20,17,19,22,27,7,13,3,6,4,11,12,3,3,1
aggraver,ver,15,6,6,3,8,2,5,3,4,1,1,1,,2,1,2
aggraver(s'),ver,7,2,4,1,2,,5,1,1,,,,,1,3,1
agir,ver,41,17,16,8,18,20,3,5,7,6,10,8,2,2,1,
agir(d'),ver,9,6,3,,2,6,1,2,,,3,3,,1,,
agresser,ver,5,,3,2,2,2,1,,,2,,2,,,1,
aider,ver,46,13,23,10,15,23,8,5,4,6,6,15,2,2,4,2
aider(d'),ver,5,2,1,2,3,1,1,1,,2,1,,,,1,
aimer,ver,38,16,14,8,12,22,4,4,3,5,10,10,2,2,1,1
aimer(j'),ver,13,7,6,,7,5,1,5,2,,2,3,,,1,
ajouter,ver,5,3,1,1,,5,,,,,3,1,1,,,
aligner,ver,5,2,2,1,,5,,,,,2,2,1,,,
aller,ver,746,258,349,139,476,146,124,171,202,103,39,83,24,48,64,12
aller(d'),ver,33,7,17,9,17,14,2,6,5,6,,11,3,1,1,
améliorer,ver,10,1,7,2,2,5,3,,2,,1,3,1,,2,1
amener,ver,15,10,5,,7,7,1,5,2,,4,3,,1,,
amitier(d'),ver,5,2,2,1,1,2,2,,,1,1,1,,1,1,
amuser,ver,6,1,4,1,2,4,,1,,1,,4,,,,
analyser,ver,8,2,5,1,5,2,1,,5,,1,,1,1,,
ancrer,ver,7,2,5,,1,6,,,1,,2,4,,,,
angoer(l'),ver,8,,7,1,1,6,1,,1,,,5,1,,1,
animer,ver,5,2,3,,,5,,,,,2,3,,,,
anner(d'),ver,17,2,10,5,3,12,2,,2,1,2,6,4,,2,
anner(l'),ver,25,7,8,10,5,16,4,3,1,1,1,6,9,3,1,
annoncer,ver,21,9,8,4,3,18,,1,2,,8,6,4,,,
anticiper,ver,9,4,3,2,7,2,,3,2,2,1,1,,,,
apercevoir,ver,12,4,7,1,8,3,1,1,7,,3,,,,,1
aperçoer(s'),ver,22,7,11,4,16,1,5,6,7,3,,,1,1,4,
apparaer(m'),ver,11,7,2,2,8,2,1,5,1,2,1,1,,1,,
apparaître,ver,23,10,8,5,9,8,6,2,4,3,4,3,1,4,1,1
apparer(m'),ver,15,8,7,,10,1,4,6,4,,1,,,1,3,
apparier,ver,5,4,1,,2,3,,1,1,,3,,,,,
appartenir,ver,19,9,7,3,8,11,,2,5,1,7,2,2,,,
appauvrir,ver,12,5,7,,4,8,,2,2,,3,5,,,,
appeler,ver,68,35,26,7,22,36,10,9,8,5,21,13,2,5,5,
appliquer,ver,66,24,33,9,31,23,12,11,17,3,11,6,6,2,10,
appliquer(d'),ver,6,4,1,1,4,2,,3,1,,1,,1,,,
appliquer(s'),ver,10,6,4,,1,8,1,1,,,5,3,,,1,
apporter,ver,45,22,14,9,19,17,9,9,3,7,9,6,2,4,5,
apprécier,ver,6,4,2,,,5,1,,,,4,1,,,1,
apprendre,ver,40,18,16,6,13,23,4,6,4,3,11,9,3,1,3,
appuyer,ver,5,3,2,,,5,,,,,3,2,,,,
appuyer(s'),ver,6,3,2,1,1,4,1,1,,,2,1,1,,1,
arger(d'),ver,22,6,12,4,6,15,1,4,2,,2,9,4,,1,
arger(l'),ver,82,34,44,4,20,47,15,12,8,,17,28,2,5,8,2
armer,ver,12,1,5,6,6,5,1,,2,4,1,2,2,,1,
armer(l'),ver,11,3,4,4,6,4,1,1,1,4,2,2,,,1,
arracher,ver,7,2,5,,1,6,,,1,,2,4,,,,
arrêter,ver,60,23,21,16,39,12,9,15,11,13,5,6,1,3,4,2
arrêter(d'),ver,8,1,5,2,3,2,3,,1,2,,2,,1,2,
arriver,ver,113,36,59,18,80,17,16,25,39,16,4,11,2,7,9,
arriver(l'),ver,9,3,5,1,6,2,1,3,2,1,,2,,,1,
arriver(n'),ver,12,8,1,3,3,3,6,2,,1,,1,2,6,,
asphyxier,ver,5,1,3,1,,3,2,,,,1,2,,,1,1
aspirer,ver,6,,4,2,1,5,,,1,,,3,2,,,
assembler(l'),ver,40,9,22,9,21,14,5,3,12,6,6,5,3,,5,
asservir,ver,6,3,2,1,,6,,,,,3,2,1,,,
assister,ver,16,5,7,4,11,3,2,3,5,3,1,1,1,1,1,
associater(d'),ver,6,3,2,1,3,2,1,2,,1,1,1,,,1,
associer,ver,8,7,,1,1,7,,,,1,7,,,,,
assumer,ver,21,7,9,5,6,11,4,1,2,3,5,4,2,1,3,
assurer,ver,55,25,26,4,6,47,2,4,,2,20,25,2,1,1,
assurer(d'),ver,5,4,1,,,5,,,,,4,1,,,,
attacher,ver,24,8,12,4,13,9,2,5,6,2,3,4,2,,2,
attaquer,ver,17,4,7,6,10,4,3,4,1,5,,3,1,,3,
attaquer(s'),ver,8,5,3,,5,3,,3,2,,2,1,,,,
atteindre,ver,24,6,11,7,6,14,4,1,3,2,3,6,5,2,2,
attender(qu'),ver,5,,4,1,2,2,1,,2,,,1,1,,1,
attendre,ver,82,27,35,20,50,26,6,18,21,11,6,11,9,3,3,
attirer,ver,11,6,3,2,5,4,2,2,1,2,2,2,,2,,
augmenter,ver,59,20,34,5,37,18,4,11,21,5,7,11,,2,2,
augmenter(d'),ver,10,3,3,4,4,6,,1,,3,2,3,1,,,
aurer(j'),ver,12,3,5,4,4,2,6,1,2,1,1,1,,1,2,3
aurer(n'),ver,41,17,21,3,16,18,7,8,8,,7,10,1,2,3,2
austériter(d'),ver,27,12,8,7,13,3,11,8,5,,,1,2,4,2,5
austériter(l'),ver,20,1,4,15,8,6,6,,1,7,,2,4,1,1,4
